Date,Adj Close
5/6/2014,25.235302
5/7/2014,25.105534
5/8/2014,25.235302
5/9/2014,25.114183
5/12/2014,25.200697
5/13/2014,25.261253
5/14/2014,25.17474
5/15/2014,25.140139
5/16/2014,25.192043
5/19/2014,25.330463
5/20/2014,25.304508
5/21/2014,25.581345
5/22/2014,25.659206
5/23/2014,25.512136
5/27/2014,25.615953
5/28/2014,25.615953
5/29/2014,25.6073
5/30/2014,25.633253
6/2/2014,25.702457
6/3/2014,25.598646
6/4/2014,25.641903
6/5/2014,25.745712
6/6/2014,25.451578
6/9/2014,25.39102
6/10/2014,25.520786
6/11/2014,25.460228
6/12/2014,25.477535
6/13/2014,25.546743
6/16/2014,25.615953
6/17/2014,25.503485
6/18/2014,25.702457
6/19/2014,25.598646
6/20/2014,25.76302
6/23/2014,25.477535
6/24/2014,25.347763
6/25/2014,25.780317
6/26/2014,25.598646
6/27/2014,25.667858
6/30/2014,25.67651
7/1/2014,26.022552
7/2/2014,26.273436
7/3/2014,26.411854
7/7/2014,26.377245
7/8/2014,26.083111
7/9/2014,25.996595
7/10/2014,25.953342
7/11/2014,26.013899
7/14/2014,26.160971
7/15/2014,26.308041
7/16/2014,26.78385
7/17/2014,26.429155
7/18/2014,26.584873
7/21/2014,26.256134
7/22/2014,26.377245
7/23/2014,26.290741
7/24/2014,26.24748
7/25/2014,26.117714
7/28/2014,26.039854
7/29/2014,25.719763
7/30/2014,25.536486
7/31/2014,25.047754
8/1/2014,25.187391
8/4/2014,25.091389
8/5/2014,24.794651
8/6/2014,24.681198
8/7/2014,24.471739
8/8/2014,24.733564
8/11/2014,24.655014
8/12/2014,24.506649
8/13/2014,24.620104
8/14/2014,25.073933
8/15/2014,24.995388
8/18/2014,25.169935
8/19/2014,25.257214
8/20/2014,25.213573
8/21/2014,25.152473
8/22/2014,25.239754
8/25/2014,25.23103
8/26/2014,25.492851
8/27/2014,25.737217
8/28/2014,25.641214
8/29/2014,25.649944
9/2/2014,25.536486
9/3/2014,25.658669
9/4/2014,25.63249
9/5/2014,25.876854
9/8/2014,25.658669
9/9/2014,25.510303
9/10/2014,25.693583
9/11/2014,25.859404
9/12/2014,25.684855
9/15/2014,26.112497
9/16/2014,26.22595
9/17/2014,26.487776
9/18/2014,26.688507
9/19/2014,26.531416
9/22/2014,26.339415
9/23/2014,26.22595
9/24/2014,26.452866
9/25/2014,26.164862
9/26/2014,25.937948
9/29/2014,25.981588
9/30/2014,25.807034
10/1/2014,25.440485
10/2/2014,25.361937
10/3/2014,25.501575
10/6/2014,25.457937
10/7/2014,25.126295
10/8/2014,25.641214
10/9/2014,25.300844
10/10/2014,25.423033
10/13/2014,24.847017
10/14/2014,24.838291
10/15/2014,24.60265
10/16/2014,24.175005
10/17/2014,24.28846
10/20/2014,24.37574
10/21/2014,24.681198
10/22/2014,24.698648
10/23/2014,24.960472
10/24/2014,25.405579
10/27/2014,25.335754
10/28/2014,25.388117
10/29/2014,25.737217
10/30/2014,26.042675
10/31/2014,26.138681
11/3/2014,26.348139
11/4/2014,26.426687
11/5/2014,26.444292
11/6/2014,26.444292
11/7/2014,26.338654
11/10/2014,26.585136
11/11/2014,26.690771
11/12/2014,26.778803
11/13/2014,26.778803
11/14/2014,26.708384
11/17/2014,26.690771
11/18/2014,26.928461
11/19/2014,26.796415
11/20/2014,26.796415
11/21/2014,26.805214
11/24/2014,26.602747
11/25/2014,26.822821
11/26/2014,27.377413
11/28/2014,27.421425
12/1/2014,27.518259
12/2/2014,27.791153
12/3/2014,27.94961
12/4/2014,27.879187
12/5/2014,28.160885
12/8/2014,28.143276
12/9/2014,28.125669
12/10/2014,28.046438
12/11/2014,27.861576
12/12/2014,27.245367
12/15/2014,27.166142
12/16/2014,26.998877
12/17/2014,27.395018
12/18/2014,28.143276
12/19/2014,28.116869
12/22/2014,28.248909
12/23/2014,27.685518
12/24/2014,27.659107
12/26/2014,27.861576
12/29/2014,27.6327
12/30/2014,27.623898
12/31/2014,27.421425
1/2/2015,27.579882
1/5/2015,27.430235
1/6/2015,27.659107
1/7/2015,28.037634
1/8/2015,28.609838
1/9/2015,28.74188
1/12/2015,28.847521
1/13/2015,28.557014
1/14/2015,28.592232
1/15/2015,28.521809
1/16/2015,28.873924
1/20/2015,29.138014
1/21/2015,28.733082
1/22/2015,28.88273
1/23/2015,28.565821
1/26/2015,28.873924
1/27/2015,28.697861
1/28/2015,28.125669
1/29/2015,28.020035
1/30/2015,27.509455
2/2/2015,27.861576
2/3/2015,28.187292
2/4/2015,28.480352
2/5/2015,29.297379
2/6/2015,29.457224
2/9/2015,29.368425
2/10/2015,30.327539
2/11/2015,30.416342
2/12/2015,30.966944
2/13/2015,30.76269
2/17/2015,30.709406
2/18/2015,30.620602
2/19/2015,30.558434
2/20/2015,30.691647
2/23/2015,30.540672
2/24/2015,30.496267
2/25/2015,30.780449
2/26/2015,30.718288
2/27/2015,30.478506
3/2/2015,30.878139
3/3/2015,30.691647
3/4/2015,30.76269
3/5/2015,30.611717
3/6/2015,30.167683
3/9/2015,30.220966
3/10/2015,29.998951
3/11/2015,29.865738
3/12/2015,30.19433
3/13/2015,30.19433
3/16/2015,30.585073
3/17/2015,30.345291
3/18/2015,30.531794
3/19/2015,30.327539
3/20/2015,30.416342
3/23/2015,31.126799
3/24/2015,30.656118
3/25/2015,30.460749
3/26/2015,30.33642
3/27/2015,30.664997
3/30/2015,31.082396
3/31/2015,30.895899
4/1/2015,30.487392
4/2/2015,30.531794
4/6/2015,30.620602
4/7/2015,30.673885
4/8/2015,30.76269
4/9/2015,31.109034
4/10/2015,31.473141
4/13/2015,31.162319
4/14/2015,31.109034
4/15/2015,31.268885
4/16/2015,31.251122
4/17/2015,31.117916
4/20/2015,31.091265
4/21/2015,30.984709
4/22/2015,31.020233
4/23/2015,31.402092
4/24/2015,31.32217
4/27/2015,30.718288
4/28/2015,30.620602
4/29/2015,30.451868
4/30/2015,30.132162
5/1/2015,30.265371
5/4/2015,30.478506
5/5/2015,30.30089
5/6/2015,29.96064
5/7/2015,30.068085
5/8/2015,30.462067
5/11/2015,30.408342
5/12/2015,30.247169
5/13/2015,30.02331
5/14/2015,30.390438
5/15/2015,30.435207
5/18/2015,30.42625
5/19/2015,30.632196
5/20/2015,30.712788
5/21/2015,30.766508
5/22/2015,30.694874
5/26/2015,30.542656
5/27/2015,30.712788
5/28/2015,30.83814
5/29/2015,31.115721
6/1/2015,30.945595
6/2/2015,30.882912
6/3/2015,30.811281
6/4/2015,30.659061
6/5/2015,30.524748
6/8/2015,30.42625
6/9/2015,30.453112
6/10/2015,30.721739
6/11/2015,30.85605
6/12/2015,30.632196
6/15/2015,30.479973
6/16/2015,30.479973
6/17/2015,30.42625
6/18/2015,30.775461
6/19/2015,30.605337
6/22/2015,30.721739
6/23/2015,30.891867
6/24/2015,30.650106
6/25/2015,30.462067
6/26/2015,30.37252
6/29/2015,30.077042
6/30/2015,30.02331
7/1/2015,30.166578
7/2/2015,29.880043
7/6/2015,29.772594
7/7/2015,30.202394
7/8/2015,29.951679
7/9/2015,30.318804
7/10/2015,30.766508
7/13/2015,31.178402
7/14/2015,31.411213
7/15/2015,31.321663
7/16/2015,31.429117
7/17/2015,31.402248
7/20/2015,31.554483
7/21/2015,31.464933
7/22/2015,31.232128
7/23/2015,31.14258
7/24/2015,30.676968
7/27/2015,30.7486
7/28/2015,31.652973
7/29/2015,32.020092
7/30/2015,31.993225
7/31/2015,32.288719
8/3/2015,32.369308
8/4/2015,32.333485
8/5/2015,32.324463
8/6/2015,31.737894
8/7/2015,31.755939
8/10/2015,31.909346
8/11/2015,31.692776
8/12/2015,31.918379
8/13/2015,31.909346
8/14/2015,31.873253
8/17/2015,32.035698
8/18/2015,32.053741
8/19/2015,31.828135
8/20/2015,31.178402
8/21/2015,30.26696
8/24/2015,28.994558
8/25/2015,28.281649
8/26/2015,29.265282
8/27/2015,30.014278
8/28/2015,29.472837
8/31/2015,29.075775
9/1/2015,28.299698
9/2/2015,28.85017
9/3/2015,28.777981
9/4/2015,28.308722
9/8/2015,29.355518
9/9/2015,28.841146
9/10/2015,29.436739
9/11/2015,29.752584
9/14/2015,29.517956
9/15/2015,29.933062
9/16/2015,29.942091
9/17/2015,30.212814
9/18/2015,29.644293
9/21/2015,29.256254
9/22/2015,29.111872
9/23/2015,29.436739
9/24/2015,29.508934
9/25/2015,28.777981
9/28/2015,27.812395
9/29/2015,27.992876
9/30/2015,28.344822
10/1/2015,28.732857
10/2/2015,29.851856
10/5/2015,30.212814
10/6/2015,29.590151
10/7/2015,30.041357
10/8/2015,29.860872
10/9/2015,29.996241
10/12/2015,29.978186
10/13/2015,29.76161
10/14/2015,29.815756
10/15/2015,30.754265
10/16/2015,31.052061
10/19/2015,31.133278
10/20/2015,30.682074
10/21/2015,30.194771
10/22/2015,30.077457
10/23/2015,30.727192
10/26/2015,30.82646
10/27/2015,31.575466
10/28/2015,31.990572
10/29/2015,31.37693
10/30/2015,30.519632
11/2/2015,31.638632
11/3/2015,31.557409
11/4/2015,31.05707
11/5/2015,31.066179
11/6/2015,30.866043
11/9/2015,30.61133
11/10/2015,30.738684
11/11/2015,30.693207
11/12/2015,30.374807
11/13/2015,30.265642
11/16/2015,30.165575
11/17/2015,29.901762
11/18/2015,30.302032
11/19/2015,29.374142
11/20/2015,29.274076
11/23/2015,28.500828
11/24/2015,29.083035
11/25/2015,29.901762
11/27/2015,29.828989
11/30/2015,29.810795
12/1/2015,30.584032
12/2/2015,29.929054
12/3/2015,29.465105
12/4/2015,29.838079
12/7/2015,29.710728
12/8/2015,29.592463
12/9/2015,29.374142
12/10/2015,29.437815
12/11/2015,29.164909
12/14/2015,29.274076
12/15/2015,29.346846
12/16/2015,29.637953
12/17/2015,29.410526
12/18/2015,29.101233
12/21/2015,29.528788
12/22/2015,29.583368
12/23/2015,29.619757
12/24/2015,29.674335
12/28/2015,29.492397
12/29/2015,29.865374
12/30/2015,29.792597
12/31/2015,29.36504
1/4/2016,29.064838
1/5/2016,29.274076
1/6/2016,28.755543
1/7/2016,28.564508
1/8/2016,28.200628
1/11/2016,28.264305
1/12/2016,28.200628
1/13/2016,27.62752
1/14/2016,28.300697
1/15/2016,28.027784
1/19/2016,27.918625
1/20/2016,27.891335
1/21/2016,27.818554
1/22/2016,27.936813
1/25/2016,27.745779
1/26/2016,27.900427
1/27/2016,27.763973
1/28/2016,27.472868
1/29/2016,27.736683
2/1/2016,27.44558
2/2/2016,27.418289
2/3/2016,27.262087
2/4/2016,26.64646
2/5/2016,26.674023
2/8/2016,26.24217
2/9/2016,26.738342
2/10/2016,27.096693
2/11/2016,26.765911
2/12/2016,26.977243
2/16/2016,27.390722
2/17/2016,27.225332
2/18/2016,27.151823
2/19/2016,27.096693
2/22/2016,27.611244
2/23/2016,27.528551
2/24/2016,27.583679
2/25/2016,28.107422
2/26/2016,27.776638
2/29/2016,27.262087
3/1/2016,27.602058
3/2/2016,27.546928
3/3/2016,27.46423
3/4/2016,27.29884
3/7/2016,27.372349
3/8/2016,26.977243
3/9/2016,27.326406
3/10/2016,27.188578
3/11/2016,28.024727
3/14/2016,27.657187
3/15/2016,27.142633
3/16/2016,26.683214
3/17/2016,26.958866
3/18/2016,27.059942
3/21/2016,27.62962
3/22/2016,27.914463
3/23/2016,27.739883
3/24/2016,27.638809
3/28/2016,27.363159
3/29/2016,27.611244
3/30/2016,27.62962
3/31/2016,27.234522
4/1/2016,27.602058
4/4/2016,28.22687
4/5/2016,28.814932
4/6/2016,30.257515
4/7/2016,30.101309
4/8/2016,29.862411
4/11/2016,29.30192
4/12/2016,29.366236
4/13/2016,29.899166
4/14/2016,30.000238
4/15/2016,29.862411
4/18/2016,29.963486
4/19/2016,30.220762
4/20/2016,30.533163
4/21/2016,30.542358
4/22/2016,30.569921
4/25/2016,30.514793
4/26/2016,30.367777
4/27/2016,30.321833
4/28/2016,30.239136
4/29/2016,30.055368
5/2/2016,30.138062
5/3/2016,30.965023
5/4/2016,30.689375
5/5/2016,30.845572
5/6/2016,30.854763
5/9/2016,31.075281
5/10/2016,31.05691
5/11/2016,30.741705
5/12/2016,30.769514
5/13/2016,30.769514
5/16/2016,30.945658
5/17/2016,30.621181
5/18/2016,30.750969
5/19/2016,30.945658
5/20/2016,31.279413
5/23/2016,31.214502
5/24/2016,31.61315
5/25/2016,31.844917
5/26/2016,31.919083
5/27/2016,32.085957
5/31/2016,32.169395
6/1/2016,32.215748
6/2/2016,32.326992
6/3/2016,32.160118
6/6/2016,32.382626
6/7/2016,32.299179
6/8/2016,32.679287
6/9/2016,32.734909
6/10/2016,32.716366
6/13/2016,32.206482
6/14/2016,32.438248
6/15/2016,32.252831
6/16/2016,32.215748
6/17/2016,31.7244
6/20/2016,31.98398
6/21/2016,32.215748
6/22/2016,31.956165
6/23/2016,32.067421
6/24/2016,31.49263
6/27/2016,31.335032
6/28/2016,31.928354
6/29/2016,32.456779
6/30/2016,32.6422
7/1/2016,32.975945
7/5/2016,33.198444
7/6/2016,33.244793
7/7/2016,33.161358
7/8/2016,33.485832
7/11/2016,33.513649
7/12/2016,33.59708
7/13/2016,33.661987
7/14/2016,34.227493
7/15/2016,34.088432
7/18/2016,33.967911
7/19/2016,33.967911
7/20/2016,34.004997
7/21/2016,34.032806
7/22/2016,34.060619
7/25/2016,34.097706
7/26/2016,34.144054
7/27/2016,34.162594
7/28/2016,33.995724
7/29/2016,34.19968
8/1/2016,34.589054
8/2/2016,33.736145
8/3/2016,32.988319
8/4/2016,32.857456
8/5/2016,33.128544
8/8/2016,32.651806
8/9/2016,32.792023
8/10/2016,32.838753
8/11/2016,32.857456
8/12/2016,32.69854
8/15/2016,32.820068
8/16/2016,32.520939
8/17/2016,32.848106
8/18/2016,32.89484
8/19/2016,32.69854
8/22/2016,32.567673
8/23/2016,32.801369
8/24/2016,32.548981
8/25/2016,32.502235
8/26/2016,32.548981
8/29/2016,32.820068
8/30/2016,32.605061
8/31/2016,32.530285
9/1/2016,32.41811
9/2/2016,32.502235
9/6/2016,32.502235
9/7/2016,32.567673
9/8/2016,32.455502
9/9/2016,31.87594
9/12/2016,32.390068
9/13/2016,31.819853
9/14/2016,31.726372
9/15/2016,31.913324
9/16/2016,31.726372
9/19/2016,31.455288
9/20/2016,31.604851
9/21/2016,32.044197
9/22/2016,31.922676
9/23/2016,32.025501
9/26/2016,31.445938
9/27/2016,31.62355
9/28/2016,31.773111
9/29/2016,31.146809
9/30/2016,31.660936
10/3/2016,31.483332
10/4/2016,31.52072
10/5/2016,31.688982
10/6/2016,31.455288
10/7/2016,31.371155
10/10/2016,31.417896
10/11/2016,30.969204
10/12/2016,30.913116
10/13/2016,30.623331
10/14/2016,30.529858
10/17/2016,30.380291
10/18/2016,30.557899
10/19/2016,30.473768
10/20/2016,30.417685
10/21/2016,30.081161
10/24/2016,30.034422
10/25/2016,30.174641
10/26/2016,30.286818
10/27/2016,30.361597
10/28/2016,29.847471
10/31/2016,29.641815
11/1/2016,29.043558
11/2/2016,28.632257
11/3/2016,27.940519
11/4/2016,28.043348
11/7/2016,28.398561
11/8/2016,28.323036
11/9/2016,30.32453
11/10/2016,31.617949
11/11/2016,30.768257
11/14/2016,30.569996
11/15/2016,30.428379
11/16/2016,30.173471
11/17/2016,29.956327
11/18/2016,29.720303
11/21/2016,29.805273
11/22/2016,29.57869
11/23/2016,29.66366
11/25/2016,29.918566
11/28/2016,29.776951
11/29/2016,30.135708
11/30/2016,30.34341
12/1/2016,29.70142
12/2/2016,29.861917
12/5/2016,29.824156
12/6/2016,29.79583
12/7/2016,29.446518
12/8/2016,29.210489
12/9/2016,29.928007
12/12/2016,30.588879
12/13/2016,30.994841
12/14/2016,30.985399
12/15/2016,30.919312
12/16/2016,31.004284
12/19/2016,30.994841
12/20/2016,31.01372
12/21/2016,30.588879
12/22/2016,30.532232
12/23/2016,30.664406
12/27/2016,30.711609
12/28/2016,30.541674
12/29/2016,30.673849
12/30/2016,30.664406
1/3/2017,31.155338
1/4/2017,31.429125
1/5/2017,31.731241
1/6/2017,31.608509
1/9/2017,31.599068
1/10/2017,31.570742
1/11/2017,30.994841
1/12/2017,30.777697
1/13/2017,30.702171
1/17/2017,30.267885
1/18/2017,30.239559
1/19/2017,29.928007
1/20/2017,29.994095
1/23/2017,29.70142
1/24/2017,29.408751
1/25/2017,29.540928
1/26/2017,29.531485
1/27/2017,29.66366
1/30/2017,29.559809
1/31/2017,29.956327
2/1/2017,30.204298
2/2/2017,30.26152
2/3/2017,30.604858
2/6/2017,30.73838
2/7/2017,30.595325
2/8/2017,30.652544
2/9/2017,30.881437
2/10/2017,30.852827
2/13/2017,31.100794
2/14/2017,31.234314
2/15/2017,31.959143
2/16/2017,32.064049
2/17/2017,32.064049
2/21/2017,32.064049
2/22/2017,32.035442
2/23/2017,32.483688
2/24/2017,32.674427
2/27/2017,32.693504
2/28/2017,32.540913
3/1/2017,32.827026
3/2/2017,32.912857
3/3/2017,32.922394
3/6/2017,32.760265
3/7/2017,32.416927
3/8/2017,32.340626
3/9/2017,32.474148
3/10/2017,32.531372
3/13/2017,32.531372
3/14/2017,32.636284
3/15/2017,33.027309
3/16/2017,32.836563
3/17/2017,32.731655
3/20/2017,32.788879
3/21/2017,32.664894
3/22/2017,32.874714
3/23/2017,32.703045
3/24/2017,32.426464
3/27/2017,32.598133
3/28/2017,32.57906
3/29/2017,32.741192
3/30/2017,32.760265
3/31/2017,32.626743
4/3/2017,32.655361
4/4/2017,32.750729
4/5/2017,32.607674
4/6/2017,32.531372
4/7/2017,32.521839
4/10/2017,32.464619
4/11/2017,32.359703
4/12/2017,32.350166
4/13/2017,32.312019
4/17/2017,32.426464
4/18/2017,32.273872
4/19/2017,32.054512
4/20/2017,32.178497
4/21/2017,32.083122
4/24/2017,32.178497
4/25/2017,32.197567
4/26/2017,32.283405
4/27/2017,32.292946
4/28/2017,32.350166
5/1/2017,32.216648
5/2/2017,32.054512
5/3/2017,31.920994
5/4/2017,31.901918
5/5/2017,31.930531
5/8/2017,31.901918
5/9/2017,31.835155
5/10/2017,31.806265
5/11/2017,31.815903
5/12/2017,31.787008
5/15/2017,31.892929
5/16/2017,31.392199
5/17/2017,31.035908
5/18/2017,31.026279
5/19/2017,31.257387
5/22/2017,30.929983
5/23/2017,30.949242
5/24/2017,30.862577
5/25/2017,30.9685
5/26/2017,30.949242
5/30/2017,30.939613
5/31/2017,31.440348
6/1/2017,31.498123
6/2/2017,31.334425
6/5/2017,31.151463
6/6/2017,30.881836
6/7/2017,30.81443
6/8/2017,30.573692
6/9/2017,31.555901
6/12/2017,31.488499
6/13/2017,31.372946
6/14/2017,31.478865
6/15/2017,31.594421
6/16/2017,31.748493
6/19/2017,31.989233
6/20/2017,32.316631
6/21/2017,32.624779
6/22/2017,32.798111
6/23/2017,32.90403
6/26/2017,32.778854
6/27/2017,32.518852
6/28/2017,32.499599
6/29/2017,32.384041
6/30/2017,32.345524
7/3/2017,32.566998
7/5/2017,32.393665
7/6/2017,31.989233
7/7/2017,32.11441
7/10/2017,32.172192
7/11/2017,31.941078
7/12/2017,31.989233
7/13/2017,32.047005
7/14/2017,32.191452
7/17/2017,32.01812
7/18/2017,32.124043
7/19/2017,32.374409
7/20/2017,32.297375
7/21/2017,32.239597
7/24/2017,32.085522
7/25/2017,31.873672
7/26/2017,31.671455
7/27/2017,31.777382
7/28/2017,31.921825
7/31/2017,31.931452
8/1/2017,31.854422
8/2/2017,32.009995
8/3/2017,32.505901
8/4/2017,32.710091
8/7/2017,32.389217
8/8/2017,32.360043
8/9/2017,32.525345
8/10/2017,32.49617
8/11/2017,32.330875
8/14/2017,32.389217
8/15/2017,32.457279
8/16/2017,32.437832
8/17/2017,32.039165
8/18/2017,31.766903
8/21/2017,31.854414
8/22/2017,32.233639
8/23/2017,32.321148
8/24/2017,32.311424
8/25/2017,32.467003
8/28/2017,32.544792
8/29/2017,32.573959
8/30/2017,32.525345
8/31/2017,32.982349
9/1/2017,33.021244
9/5/2017,32.865669
9/6/2017,33.050415
9/7/2017,33.050415
9/8/2017,33.157375
9/11/2017,33.371296
9/12/2017,34.392265
9/13/2017,34.090839
9/14/2017,34.742317
9/15/2017,34.382545
9/18/2017,34.567291
9/19/2017,34.470055
9/20/2017,34.995132
9/21/2017,34.975685
9/22/2017,34.965958
9/25/2017,34.528397
9/26/2017,34.324207
9/27/2017,34.470055
9/28/2017,34.61591
9/29/2017,34.71315
10/2/2017,35.072918
10/3/2017,35.140984
10/4/2017,34.965958
10/5/2017,35.004856
10/6/2017,35.053474
10/9/2017,35.140984
10/10/2017,35.393799
10/11/2017,35.442417
10/12/2017,35.345181
10/13/2017,35.335457
10/16/2017,34.985405
10/17/2017,35.199326
10/18/2017,34.839554
10/19/2017,35.23822
10/20/2017,35.413242
10/23/2017,35.393799
10/24/2017,35.267391
10/25/2017,35.160431
10/26/2017,34.752045
10/27/2017,34.61591
10/30/2017,34.178352
10/31/2017,34.090839
11/1/2017,34.285309
11/2/2017,34.479782
11/3/2017,34.567291
11/6/2017,34.343651
11/7/2017,34.382545
11/8/2017,34.363098
11/9/2017,34.539722
11/10/2017,34.5201
11/13/2017,34.637848
11/14/2017,34.716347
11/15/2017,34.69672
11/16/2017,34.892971
11/17/2017,34.706532
11/20/2017,34.686909
11/21/2017,34.873344
11/22/2017,34.765408
11/24/2017,34.824284
11/27/2017,34.824284
11/28/2017,35.177528
11/29/2017,35.530773
11/30/2017,35.579838
12/1/2017,35.668152
12/4/2017,35.383595
12/5/2017,34.961655
12/6/2017,34.892971
12/7/2017,34.834095
12/8/2017,35.069592
12/11/2017,35.530773
12/12/2017,35.893841
12/13/2017,35.952713
12/14/2017,35.776089
12/15/2017,36.502205
12/18/2017,36.433521
12/19/2017,36.247082
12/20/2017,35.776089
12/21/2017,35.560215
12/22/2017,35.46209
12/26/2017,35.530773
12/27/2017,35.648525
12/28/2017,35.687775
12/29/2017,35.540588
1/2/2018,35.756462
1/3/2018,36.021397
1/4/2018,36.099899
1/5/2018,36.168583
1/8/2018,35.766273
1/9/2018,35.727028
1/10/2018,35.7859
1/11/2018,35.87421
1/12/2018,35.854588
1/16/2018,35.91346
1/17/2018,36.482582
1/18/2018,36.29615
1/19/2018,36.247082
1/22/2018,36.237274
1/23/2018,36.129333
1/24/2018,36.237274
1/25/2018,36.531643
1/26/2018,38.278255
1/29/2018,38.288067
1/30/2018,37.09095
1/31/2018,36.345207
2/1/2018,36.473953
